question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
q1465,"As of day 53, what is the current value for spec_3?",v3,v7,53,spec_3,slow
q1490,"As of day 19, what was the value for incident_19 in fast?",v11,v40,19,incident_19,fast
q1772,"As of day 59, what is the current value for incident_3?",v35,v36,59,incident_3,fast
q1610,"As of day 29, what was the value for incident_17 in fast?",v20,v39,29,incident_17,fast
q1862,"As of day 33, what was the value for incident_10 in fast?",v18,v43,33,incident_10,fast
q1680,"As of day 47, what was the value for api_2 in medium?",v1,v12,47,api_2,medium
q604,"As of day 30, what was the value for model_3 in medium?",v14,v19,30,model_3,medium
q1572,"As of day 36, what was the value for status_26 in fast?",v27,v48,36,status_26,fast
q1524,"As of day 20, what was the value for hardware_19 in slow?",v3,v16,20,hardware_19,slow
q1698,"As of day 59, what is the current value for api_18?",v28,v29,59,api_18,medium
q1753,"As of day 10, what was the value for status_23 in fast?",v7,v43,10,status_23,fast
q1447,"As of day 2, what was the value for spec_13 in slow?",v1,v13,2,spec_13,slow
q1459,"As of day 17, what was the value for model_15 in medium?",v7,v24,17,model_15,medium
q1460,"As of day 48, what was the value for spec_19 in slow?",v12,v15,48,spec_19,slow
q1796,"As of day 47, what was the value for incident_14 in fast?",v34,v45,47,incident_14,fast
q1306,"As of day 54, what was the value for status_2 in fast?",v39,v38,54,status_2,fast
q1921,"As of day 43, what was the value for api_4 in medium?",v9,v21,43,api_4,medium
q1543,"As of day 36, what was the value for hardware_3 in slow?",v8,v13,36,hardware_3,slow
q1993,"As of day 4, what was the value for incident_20 in fast?",v2,v34,4,incident_20,fast
q1335,"As of day 24, what was the value for docs_12 in fast?",v16,v36,24,docs_12,fast
q1514,"As of day 16, what was the value for spec_13 in slow?",v6,v13,16,spec_13,slow
q1275,"As of day 37, what was the value for incident_19 in fast?",v31,v40,37,incident_19,fast
q1945,"As of day 33, what was the value for hardware_11 in slow?",v9,v19,33,hardware_11,slow
q1435,"As of day 50, what was the value for docs_19 in fast?",v31,v37,50,docs_19,fast
q1202,"As of day 39, what was the value for status_25 in fast?",v32,v48,39,status_25,fast
q1583,"As of day 51, what was the value for status_21 in fast?",v33,v48,51,status_21,fast
q1245,"As of day 41, what was the value for spec_19 in slow?",v9,v15,41,spec_19,slow
q1864,"As of day 17, what was the value for model_9 in medium?",v8,v22,17,model_9,medium
q1332,"As of day 6, what was the value for pricing_1 in medium?",v2,v27,6,pricing_1,medium
q1246,"As of day 20, what was the value for docs_10 in fast?",v12,v33,20,docs_10,fast
q1421,"As of day 5, what was the value for docs_3 in fast?",v2,v42,5,docs_3,fast
q1330,"As of day 52, what was the value for model_1 in medium?",v17,v21,52,model_1,medium
q1250,"As of day 44, what was the value for status_0 in fast?",v30,v39,44,status_0,fast
q1257,"As of day 28, what was the value for docs_3 in fast?",v12,v42,28,docs_3,fast
q1841,"As of day 49, what was the value for incident_29 in fast?",v36,v44,49,incident_29,fast
q1923,"As of day 45, what was the value for docs_12 in fast?",v28,v36,45,docs_12,fast
q1755,"As of day 47, what was the value for model_9 in medium?",v15,v22,47,model_9,medium
q1726,"As of day 39, what was the value for api_10 in medium?",v5,v22,39,api_10,medium
q1693,"As of day 44, what was the value for api_2 in medium?",v1,v12,44,api_2,medium
q1265,"As of day 44, what was the value for model_4 in medium?",v24,v29,44,model_4,medium
q1455,"As of day 52, what was the value for spec_14 in slow?",v2,v10,52,spec_14,slow
q1201,"As of day 59, what is the current value for model_4?",v28,v29,59,model_4,medium
q1944,"As of day 59, what is the current value for spec_8?",v1,v22,59,spec_8,slow
q1858,"As of day 13, what was the value for model_10 in medium?",v5,v30,13,model_10,medium
q1395,"As of day 50, what was the value for docs_2 in fast?",v35,v40,50,docs_2,fast
q1878,"As of day 57, what was the value for docs_1 in fast?",v34,v40,57,docs_1,fast
q1280,"As of day 32, what was the value for docs_15 in fast?",v20,v38,32,docs_15,fast
q1511,"As of day 11, what was the value for model_11 in medium?",v6,v31,11,model_11,medium
q1551,"As of day 37, what was the value for docs_0 in fast?",v26,v41,37,docs_0,fast
q1448,"As of day 55, what was the value for spec_11 in slow?",v5,v20,55,spec_11,slow
q1770,"As of day 56, what is the current value for hardware_10?",v9,v10,56,hardware_10,slow
q1452,"As of day 31, what was the value for hardware_16 in slow?",v5,v19,31,hardware_16,slow
q1586,"As of day 20, what was the value for spec_3 in slow?",v1,v7,20,spec_3,slow
q1228,"As of day 6, what was the value for status_22 in fast?",v5,v38,6,status_22,fast
q1741,"As of day 11, what was the value for status_29 in fast?",v7,v39,11,status_29,fast
q1677,"As of day 30, what was the value for incident_26 in fast?",v24,v47,30,incident_26,fast
q1321,"As of day 56, what was the value for hardware_12 in slow?",v16,v15,56,hardware_12,slow
q1240,"As of day 53, what was the value for incident_20 in fast?",v29,v34,53,incident_20,fast
q1892,"As of day 51, what was the value for api_8 in medium?",v3,v27,51,api_8,medium
q1643,"As of day 39, what was the value for status_0 in fast?",v28,v39,39,status_0,fast
q1716,"As of day 2, what was the value for api_8 in medium?",v1,v27,2,api_8,medium
q1405,"As of day 54, what is the current value for spec_15?",v6,v20,54,spec_15,slow
q1585,"As of day 45, what was the value for spec_6 in slow?",v3,v10,45,spec_6,slow
q1692,"As of day 59, what was the value for incident_22 in fast?",v36,v34,59,incident_22,fast
q1700,"As of day 17, what was the value for spec_12 in slow?",v3,v7,17,spec_12,slow
q1844,"As of day 54, what was the value for hardware_19 in slow?",v11,v16,54,hardware_19,slow
q1284,"As of day 57, what is the current value for status_4?",v40,v41,57,status_4,fast
q973,"As of day 14, what was the value for spec_6 in slow?",v2,v10,14,spec_6,slow
q1404,"As of day 10, what was the value for hardware_17 in slow?",v3,v14,10,hardware_17,slow
q1220,"As of day 25, what was the value for spec_7 in slow?",v1,v20,25,spec_7,slow
q1626,"As of day 55, what is the current value for model_19?",v22,v23,55,model_19,medium
q1915,"As of day 27, what was the value for status_29 in fast?",v17,v39,27,status_29,fast
q1609,"As of day 56, what was the value for status_8 in fast?",v34,v41,56,status_8,fast
q1252,"As of day 11, what was the value for spec_7 in slow?",v1,v20,11,spec_7,slow
q1890,"As of day 59, what is the current value for pricing_6?",v22,v26,59,pricing_6,medium
q1776,"As of day 16, what was the value for pricing_1 in medium?",v6,v27,16,pricing_1,medium
q1297,"As of day 59, what was the value for status_11 in fast?",v40,v41,59,status_11,fast
q1685,"As of day 12, what was the value for model_7 in medium?",v5,v20,12,model_7,medium
q1501,"As of day 39, what was the value for spec_11 in slow?",v5,v20,39,spec_11,slow
q1341,"As of day 52, what was the value for spec_10 in slow?",v6,v18,52,spec_10,slow
q1743,"As of day 53, what is the current value for api_12?",v1,v27,53,api_12,medium
q1485,"As of day 22, what was the value for status_24 in fast?",v16,v47,22,status_24,fast
q1478,"As of day 3, what was the value for hardware_11 in slow?",v1,v19,3,hardware_11,slow
q1637,"As of day 36, what was the value for status_17 in fast?",v19,v32,36,status_17,fast
q1362,"As of day 9, what was the value for incident_21 in fast?",v7,v39,9,incident_21,fast
q1666,"As of day 41, what was the value for pricing_4 in medium?",v20,v28,41,pricing_4,medium
q1537,"As of day 1, what was the value for status_11 in fast?",v1,v41,1,status_11,fast
q606,"As of day 18, what was the value for spec_4 in slow?",v4,v18,18,spec_4,slow
q1937,"As of day 13, what was the value for spec_13 in slow?",v2,v13,13,spec_13,slow
q1535,"As of day 13, what was the value for hardware_9 in slow?",v5,v18,13,hardware_9,slow
q1277,"As of day 50, what was the value for incident_8 in fast?",v38,v45,50,incident_8,fast
q1361,"As of day 58, what was the value for spec_9 in slow?",v5,v14,58,spec_9,slow
q1417,"As of day 1, what was the value for spec_0 in slow?",v1,v14,1,spec_0,slow
q1508,"As of day 13, what was the value for spec_16 in slow?",v4,v18,13,spec_16,slow
q1665,"As of day 40, what was the value for hardware_13 in slow?",v7,v14,40,hardware_13,slow
q1695,"As of day 52, what was the value for hardware_15 in slow?",v16,v18,52,hardware_15,slow
q1823,"As of day 53, what was the value for model_17 in medium?",v18,v24,53,model_17,medium
q1428,"As of day 59, what is the current value for incident_16?",v34,v35,59,incident_16,fast
q1611,"As of day 8, what was the value for docs_2 in fast?",v5,v40,8,docs_2,fast
q1579,"As of day 15, what was the value for incident_21 in fast?",v13,v39,15,incident_21,fast
q1664,"As of day 20, what was the value for incident_24 in fast?",v17,v41,20,incident_24,fast
q1392,"As of day 2, what was the value for docs_19 in fast?",v2,v37,2,docs_19,fast
q1314,"As of day 3, what was the value for spec_0 in slow?",v2,v14,3,spec_0,slow
q1919,"As of day 37, what was the value for docs_10 in fast?",v21,v33,37,docs_10,fast
q1960,"As of day 40, what was the value for pricing_0 in medium?",v16,v23,40,pricing_0,medium
q1808,"As of day 46, what was the value for api_2 in medium?",v1,v12,46,api_2,medium
q1644,"As of day 59, what is the current value for docs_15?",v37,v38,59,docs_15,fast
q1366,"As of day 25, what was the value for incident_2 in fast?",v14,v39,25,incident_2,fast
q1657,"As of day 38, what was the value for model_10 in medium?",v17,v30,38,model_10,medium
q733,"As of day 24, what was the value for model_5 in medium?",v14,v27,24,model_5,medium
q1588,"As of day 37, what was the value for incident_1 in fast?",v29,v35,37,incident_1,fast
q1549,"As of day 3, what was the value for incident_14 in fast?",v2,v45,3,incident_14,fast
q1416,"As of day 29, what was the value for docs_5 in fast?",v13,v36,29,docs_5,fast
q1656,"As of day 9, what was the value for status_20 in fast?",v8,v37,9,status_20,fast
q684,"As of day 59, what is the current value for api_6?",v4,v29,59,api_6,medium
q1682,"As of day 4, what was the value for docs_13 in fast?",v3,v42,4,docs_13,fast
q1818,"As of day 16, what was the value for hardware_0 in slow?",v7,v15,16,hardware_0,slow
q1771,"As of day 18, what was the value for pricing_7 in medium?",v7,v18,18,pricing_7,medium
q1299,"As of day 45, what was the value for hardware_15 in slow?",v14,v18,45,hardware_15,slow
q1955,"As of day 3, what was the value for incident_24 in fast?",v3,v41,3,incident_24,fast
q1817,"As of day 59, what is the current value for api_14?",v3,v18,59,api_14,medium
q1521,"As of day 40, what was the value for status_23 in fast?",v29,v43,40,status_23,fast
q1359,"As of day 43, what was the value for spec_9 in slow?",v5,v14,43,spec_9,slow
q1368,"As of day 15, what was the value for api_6 in medium?",v3,v29,15,api_6,medium
q1819,"As of day 19, what was the value for hardware_6 in slow?",v5,v11,19,hardware_6,slow
q1441,"As of day 13, what was the value for spec_15 in slow?",v4,v20,13,spec_15,slow
q1729,"As of day 24, what was the value for pricing_9 in medium?",v10,v25,24,pricing_9,medium
q1801,"As of day 57, what is the current value for spec_5?",v1,v13,57,spec_5,slow
q1573,"As of day 32, what was the value for docs_14 in fast?",v18,v31,32,docs_14,fast
q1540,"As of day 29, what was the value for docs_11 in fast?",v17,v36,29,docs_11,fast
q1580,"As of day 37, what was the value for docs_12 in fast?",v23,v36,37,docs_12,fast
q1859,"As of day 53, what was the value for model_3 in medium?",v16,v19,53,model_3,medium
q1372,"As of day 16, what was the value for docs_18 in fast?",v11,v33,16,docs_18,fast
q1843,"As of day 30, what was the value for api_17 in medium?",v12,v26,30,api_17,medium
q1347,"As of day 22, what was the value for status_16 in fast?",v13,v34,22,status_16,fast
q1269,"As of day 12, what was the value for incident_6 in fast?",v7,v38,12,incident_6,fast
q1383,"As of day 55, what is the current value for hardware_18?",v13,v20,55,hardware_18,slow
q1219,"As of day 1, what was the value for pricing_6 in medium?",v1,v26,1,pricing_6,medium
q1532,"As of day 32, what was the value for spec_19 in slow?",v6,v15,32,spec_19,slow
q1472,"As of day 46, what was the value for hardware_2 in slow?",v8,v13,46,hardware_2,slow
q1356,"As of day 15, what was the value for model_18 in medium?",v7,v23,15,model_18,medium
q1497,"As of day 49, what was the value for hardware_17 in slow?",v13,v14,49,hardware_17,slow
q1427,"As of day 29, what was the value for docs_13 in fast?",v26,v42,29,docs_13,fast
q1742,"As of day 49, what is the current value for spec_4?",v4,v18,49,spec_4,slow
q1606,"As of day 5, what was the value for incident_8 in fast?",v5,v45,5,incident_8,fast
q1711,"As of day 5, what was the value for api_8 in medium?",v3,v27,5,api_8,medium
q438,"As of day 19, what was the value for model_0 in medium?",v5,v29,19,model_0,medium
q1982,"As of day 17, what was the value for model_16 in medium?",v9,v33,17,model_16,medium
q1703,"As of day 35, what was the value for spec_9 in slow?",v5,v14,35,spec_9,slow
q1826,"As of day 27, what was the value for incident_17 in fast?",v20,v39,27,incident_17,fast
q1688,"As of day 24, what was the value for incident_11 in fast?",v13,v34,24,incident_11,fast
q1492,"As of day 57, what was the value for model_16 in medium?",v31,v33,57,model_16,medium
q1324,"As of day 51, what was the value for api_19 in medium?",v25,v30,51,api_19,medium
q1891,"As of day 34, what was the value for incident_10 in fast?",v19,v43,34,incident_10,fast
q1350,"As of day 59, what is the current value for pricing_4?",v27,v28,59,pricing_4,medium
q1948,"As of day 41, what was the value for model_16 in medium?",v21,v33,41,model_16,medium
q1694,"As of day 4, what was the value for model_14 in medium?",v2,v22,4,model_14,medium
q1607,"As of day 54, what was the value for hardware_12 in slow?",v16,v15,54,hardware_12,slow
q1740,"As of day 55, what is the current value for spec_17?",v11,v12,55,spec_17,slow
q1053,"As of day 39, what was the value for pricing_1 in medium?",v13,v27,39,pricing_1,medium
q1293,"As of day 11, what was the value for model_5 in medium?",v5,v27,11,model_5,medium
q1969,"As of day 49, what was the value for incident_5 in fast?",v32,v41,49,incident_5,fast
q1206,"As of day 31, what was the value for status_15 in fast?",v16,v36,31,status_15,fast
q1376,"As of day 4, what was the value for api_0 in medium?",v2,v20,4,api_0,medium
q1461,"As of day 12, what was the value for api_2 in medium?",v1,v12,12,api_2,medium
q1940,"As of day 37, what was the value for model_2 in medium?",v12,v19,37,model_2,medium
q1243,"As of day 3, what was the value for model_2 in medium?",v1,v19,3,model_2,medium
q1854,"As of day 22, what was the value for incident_8 in fast?",v16,v45,22,incident_8,fast
q1352,"As of day 57, what is the current value for status_4?",v40,v41,57,status_4,fast
q1934,"As of day 48, what was the value for incident_20 in fast?",v25,v34,48,incident_20,fast
q1562,"As of day 8, what was the value for docs_17 in fast?",v8,v48,8,docs_17,fast
q1975,"As of day 59, what is the current value for status_18?",v40,v41,59,status_18,fast
q1895,"As of day 33, what was the value for incident_13 in fast?",v19,v44,33,incident_13,fast
q1791,"As of day 59, what is the current value for status_15?",v35,v36,59,status_15,fast
q1309,"As of day 4, what was the value for hardware_3 in slow?",v1,v13,4,hardware_3,slow
q1724,"As of day 27, what was the value for model_14 in medium?",v8,v22,27,model_14,medium
q1281,"As of day 2, what was the value for docs_7 in fast?",v2,v40,2,docs_7,fast
q1783,"As of day 19, what was the value for spec_5 in slow?",v1,v13,19,spec_5,slow
q1794,"As of day 32, what was the value for pricing_2 in medium?",v10,v29,32,pricing_2,medium
q1479,"As of day 34, what was the value for incident_16 in fast?",v25,v35,34,incident_16,fast
q2000,"As of day 58, what is the current value for hardware_10?",v9,v10,58,hardware_10,slow
q1900,"As of day 44, what was the value for spec_9 in slow?",v5,v14,44,spec_9,slow
q1538,"As of day 38, what was the value for hardware_4 in slow?",v10,v14,38,hardware_4,slow
q1477,"As of day 56, what was the value for docs_11 in fast?",v34,v36,56,docs_11,fast
q1827,"As of day 44, what was the value for docs_7 in fast?",v28,v40,44,docs_7,fast
q1763,"As of day 58, what is the current value for api_18?",v28,v29,58,api_18,medium
q1221,"As of day 7, what was the value for status_1 in fast?",v5,v39,7,status_1,fast
q1222,"As of day 33, what was the value for status_23 in fast?",v24,v43,33,status_23,fast
q1985,"As of day 50, what was the value for hardware_0 in slow?",v13,v15,50,hardware_0,slow
q1764,"As of day 30, what was the value for model_11 in medium?",v16,v31,30,model_11,medium
q1548,"As of day 24, what was the value for spec_0 in slow?",v2,v14,24,spec_0,slow
q1530,"As of day 51, what was the value for pricing_6 in medium?",v23,v26,51,pricing_6,medium
q1976,"As of day 44, what was the value for api_2 in medium?",v1,v12,44,api_2,medium
q1994,"As of day 22, what was the value for hardware_8 in slow?",v6,v11,22,hardware_8,slow
q1317,"As of day 12, what was the value for status_8 in fast?",v7,v41,12,status_8,fast
q1812,"As of day 28, what was the value for spec_3 in slow?",v2,v7,28,spec_3,slow
q811,"As of day 44, what was the value for spec_12 in slow?",v5,v7,44,spec_12,slow
q1343,"As of day 42, what was the value for status_13 in fast?",v18,v50,42,status_13,fast
q1471,"As of day 4, what was the value for incident_19 in fast?",v3,v40,4,incident_19,fast
q1795,"As of day 11, what was the value for status_13 in fast?",v3,v50,11,status_13,fast
q1649,"As of day 33, what was the value for status_12 in fast?",v18,v35,33,status_12,fast
q1574,"As of day 5, what was the value for docs_2 in fast?",v2,v40,5,docs_2,fast
q1403,"As of day 3, what was the value for spec_17 in slow?",v1,v12,3,spec_17,slow
q1410,"As of day 34, what was the value for hardware_12 in slow?",v11,v15,34,hardware_12,slow
q1311,"As of day 58, what was the value for incident_8 in fast?",v39,v45,58,incident_8,fast
q1494,"As of day 45, what was the value for incident_22 in fast?",v25,v34,45,incident_22,fast
q1328,"As of day 29, what was the value for pricing_6 in medium?",v12,v26,29,pricing_6,medium
q1400,"As of day 1, what was the value for incident_11 in fast?",v1,v34,1,incident_11,fast
q1373,"As of day 18, what was the value for api_14 in medium?",v6,v18,18,api_14,medium
q1956,"As of day 10, what was the value for incident_24 in fast?",v7,v41,10,incident_24,fast
q1949,"As of day 4, what was the value for api_8 in medium?",v3,v27,4,api_8,medium
q1980,"As of day 55, what was the value for incident_8 in fast?",v37,v45,55,incident_8,fast
q1752,"As of day 51, what is the current value for model_13?",v19,v28,51,model_13,medium
q1584,"As of day 35, what was the value for api_5 in medium?",v3,v15,35,api_5,medium
q1699,"As of day 13, what was the value for api_7 in medium?",v6,v23,13,api_7,medium
q1889,"As of day 5, what was the value for status_11 in fast?",v3,v41,5,status_11,fast
q1653,"As of day 20, what was the value for model_0 in medium?",v5,v29,20,model_0,medium
q1237,"As of day 13, what was the value for model_18 in medium?",v7,v23,13,model_18,medium
q1564,"As of day 10, what was the value for status_27 in fast?",v8,v45,10,status_27,fast
q1966,"As of day 36, what was the value for docs_7 in fast?",v23,v40,36,docs_7,fast
q1430,"As of day 58, what was the value for incident_26 in fast?",v45,v47,58,incident_26,fast
q1651,"As of day 5, what was the value for docs_3 in fast?",v2,v42,5,docs_3,fast
q570,"As of day 53, what was the value for hardware_3 in slow?",v14,v13,53,hardware_3,slow
q1207,"As of day 21, what was the value for hardware_18 in slow?",v8,v20,21,hardware_18,slow
q1437,"As of day 24, what was the value for api_0 in medium?",v2,v20,24,api_0,medium
q1233,"As of day 57, what was the value for docs_10 in fast?",v31,v33,57,docs_10,fast
q1828,"As of day 10, what was the value for hardware_16 in slow?",v2,v19,10,hardware_16,slow
q1386,"As of day 1, what was the value for api_0 in medium?",v1,v20,1,api_0,medium
q1509,"As of day 28, what was the value for hardware_8 in slow?",v6,v11,28,hardware_8,slow
q1519,"As of day 59, what was the value for api_4 in medium?",v9,v21,59,api_4,medium
q52,"As of day 52, what was the value for model_17 in medium?",v21,v24,52,model_17,medium
q1855,"As of day 2, what is the value for api_8?",v1,v27,2,api_8,medium
q1964,"As of day 13, what is the value for api_4?",v4,v21,13,api_4,medium
q1531,"As of day 9, what is the value for sts_4?",v1,v51,9,sts_4,fast
q1638,"As of day 10, what is the value for hw_9?",v1,v5,10,hw_9,slow
q1445,"As of day 14, what is the value for api_2?",v1,v12,14,api_2,medium
q1867,"As of day 13, what is the value for mdl_5?",v1,v24,13,mdl_5,medium
q1438,"As of day 4, what is the value for mdl_10?",v1,v20,4,mdl_10,medium
q1331,"As of day 15, what is the value for spec_10?",v4,v18,15,spec_10,slow
q1569,"As of day 14, what is the value for spec_1?",v2,v19,14,spec_1,slow
q1263,"As of day 8, what is the value for hw_14?",v2,v10,8,hw_14,slow
q1929,"As of day 3, what is the value for doc_2?",v2,v49,3,doc_2,fast
q1487,"As of day 29, what was the value for sts_13?",v6,v51,29,sts_13,fast
q1746,"As of day 15, what is the value for sts_16?",v1,v45,15,sts_16,fast
q1999,"As of day 14, what is the value for sts_6?",v1,v43,14,sts_6,fast
q1671,"As of day 8, what is the value for sts_6?",v1,v43,8,sts_6,fast
q1996,"As of day 15, what is the value for inc_8?",v1,v46,15,inc_8,fast
q1255,"As of day 10, what was the value for mdl_3?",v3,v20,10,mdl_3,medium
q328,"As of day 15, what was the value for prc_3?",v2,v22,15,prc_3,medium
q1605,"As of day 3, what was the value for spec_4?",v2,v18,3,spec_4,slow
q1315,"As of day 5, what is the value for doc_11?",v1,v50,5,doc_11,fast
q1436,"As of day 4, what is the value for inc_11?",v3,v41,4,inc_11,fast
q1517,"As of day 10, what is the value for hw_4?",v1,v11,10,hw_4,slow
q1635,"As of day 7, what was the value for api_5?",v2,v15,7,api_5,medium
q143,"As of day 1, what was the value for hw_11?",v1,v16,1,hw_11,slow
q1554,"As of day 7, what is the value for spec_10?",v1,v18,7,spec_10,slow
q1870,"As of day 14, what is the value for sts_20?",v1,v50,14,sts_20,fast
q1718,"As of day 59, what was the value for doc_18?",v1,v49,59,doc_18,fast
q1491,"As of day 45, what was the value for spec_8?",v1,v22,45,spec_8,slow
q1468,"As of day 33, what was the value for doc_14?",v1,v41,33,doc_14,fast
q1910,"As of day 10, what is the value for spec_12?",v2,v7,10,spec_12,slow
q1204,"As of day 7, what is the value for sts_3?",v2,v50,7,sts_3,fast
q1493,"As of day 56, what is the current value for spec_10?",v6,v18,56,spec_10,slow
q1798,"As of day 58, what is the current value for spec_9?",v5,v14,58,spec_9,slow
q1253,"As of day 5, what is the value for hw_6?",v1,v12,5,hw_6,slow
q1304,"As of day 7, what is the value for sts_7?",v2,v51,7,sts_7,fast
q1777,"As of day 26, what is the value for spec_11?",v4,v20,26,spec_11,slow
q1748,"As of day 12, what is the value for spec_1?",v2,v19,12,spec_1,slow
q1212,"As of day 9, what is the value for hw_8?",v2,v15,9,hw_8,slow
q1886,"As of day 11, what is the value for prc_1?",v5,v26,11,prc_1,medium
q1893,"As of day 8, what is the value for mdl_4?",v1,v16,8,mdl_4,medium
q1612,"As of day 16, what is the value for doc_10?",v6,v50,16,doc_10,fast
q1499,"As of day 47, what was the value for prc_4?",v2,v18,47,prc_4,medium
q1561,"As of day 3, what is the value for mdl_9?",v2,v19,3,mdl_9,medium
q1882,"As of day 3, what is the value for api_1?",v1,v17,3,api_1,medium
q1346,"As of day 45, what was the value for spec_3?",v3,v7,45,spec_3,slow
q1701,"As of day 16, what is the value for doc_1?",v2,v50,16,doc_1,fast
q1674,"As of day 12, what is the value for doc_4?",v9,v48,12,doc_4,fast
q1558,"As of day 43, what was the value for hw_13?",v7,v13,43,hw_13,slow
q1536,"As of day 5, what is the value for mdl_5?",v1,v24,5,mdl_5,medium
q1408,"As of day 16, what is the value for inc_11?",v3,v41,16,inc_11,fast
q1559,"As of day 5, what is the value for mdl_5?",v1,v24,5,mdl_5,medium
q1388,"As of day 12, what is the value for api_14?",v1,v18,12,api_14,medium
q1620,"As of day 37, what was the value for doc_2?",v2,v49,37,doc_2,fast
q1576,"As of day 6, what is the value for doc_5?",v1,v46,6,doc_5,fast
q1515,"As of day 5, what was the value for sts_15?",v1,v50,5,sts_15,fast
q1833,"As of day 45, what was the value for inc_3?",v3,v46,45,inc_3,fast
q1952,"As of day 7, what is the value for sts_11?",v5,v50,7,sts_11,fast
q1575,"As of day 17, what was the value for inc_0?",v1,v45,17,inc_0,fast
q1732,"As of day 36, what was the value for inc_2?",v15,v49,36,inc_2,fast
q1211,"As of day 3, what is the value for doc_11?",v1,v50,3,doc_11,fast
q1617,"As of day 25, what is the value for spec_11?",v4,v20,25,spec_11,slow
q1454,"As of day 11, what is the value for sts_8?",v2,v49,11,sts_8,fast
q1542,"As of day 11, what is the value for inc_9?",v3,v45,11,inc_9,fast
q1705,"As of day 2, what is the value for doc_0?",v2,v49,2,doc_0,fast
q1797,"As of day 16, what is the value for mdl_14?",v4,v21,16,mdl_14,medium
q1710,"As of day 51, what was the value for doc_8?",v7,v50,51,doc_8,fast
q830,"As of day 2, what is the value for inc_15?",v2,v46,2,inc_15,fast
q1412,"As of day 5, what is the value for inc_10?",v4,v50,5,inc_10,fast
q1935,"As of day 30, what was the value for sts_7?",v2,v51,30,sts_7,fast
q1938,"As of day 6, what is the value for api_10?",v1,v22,6,api_10,medium
q1658,"As of day 6, what is the value for mdl_14?",v2,v21,6,mdl_14,medium
q1973,"As of day 23, what was the value for spec_10?",v6,v18,23,spec_10,slow
q1426,"As of day 10, what was the value for mdl_5?",v1,v24,10,mdl_5,medium
q1725,"As of day 53, what was the value for hw_5?",v4,v10,53,hw_5,slow
q1254,"As of day 33, what was the value for spec_12?",v4,v7,33,spec_12,slow
q1406,"As of day 38, what was the value for inc_15?",v2,v46,38,inc_15,fast
q1904,"As of day 2, what is the value for sts_6?",v1,v43,2,sts_6,fast
q1640,"As of day 45, what was the value for sts_1?",v2,v52,45,sts_1,fast
q1814,"As of day 5, what is the value for doc_5?",v1,v46,5,doc_5,fast
q1734,"As of day 59, what was the value for inc_15?",v2,v46,59,inc_15,fast
q1298,"As of day 14, what is the value for hw_7?",v2,v9,14,hw_7,slow
q1744,"As of day 8, what is the value for sts_2?",v2,v47,8,sts_2,fast
q1922,"As of day 5, what is the value for doc_17?",v3,v43,5,doc_17,fast
q1924,"As of day 3, what is the value for inc_13?",v2,v47,3,inc_13,fast
q1672,"As of day 10, what was the value for spec_13?",v2,v13,10,spec_13,slow
q1962,"As of day 14, what is the value for inc_12?",v1,v54,14,inc_12,fast
q1659,"As of day 4, what is the value for sts_24?",v2,v47,4,sts_24,fast
q1880,"As of day 16, what is the value for inc_4?",v2,v49,16,inc_4,fast
q1384,"As of day 18, what was the value for api_8?",v3,v27,18,api_8,medium
q1264,"As of day 2, what is the value for inc_14?",v1,v45,2,inc_14,fast
q1389,"As of day 7, what is the value for sts_11?",v5,v50,7,sts_11,fast
q1727,"As of day 58, what was the value for inc_11?",v3,v41,58,inc_11,fast
q1308,"As of day 16, what is the value for spec_14?",v2,v10,16,spec_14,slow
q1686,"As of day 15, what was the value for sts_5?",v5,v45,15,sts_5,fast
q1310,"As of day 11, what is the value for sts_3?",v2,v50,11,sts_3,fast
q1208,"As of day 11, what is the value for inc_2?",v8,v49,11,inc_2,fast
q1394,"As of day 8, what is the value for sts_10?",v6,v50,8,sts_10,fast
q1840,"As of day 58, what is the current value for spec_7?",v1,v20,58,spec_7,slow
q1203,"As of day 14, what is the value for inc_0?",v1,v45,14,inc_0,fast
q1983,"As of day 13, what is the value for doc_0?",v3,v49,13,doc_0,fast
q1546,"As of day 5, what is the value for prc_9?",v3,v14,5,prc_9,medium
q1236,"As of day 13, what is the value for inc_10?",v4,v50,13,inc_10,fast
q1641,"As of day 9, what is the value for spec_3?",v1,v7,9,spec_3,slow
q1288,"As of day 11, what is the value for spec_2?",v1,v11,11,spec_2,slow
q1713,"As of day 35, what was the value for doc_10?",v6,v50,35,doc_10,fast
q1496,"As of day 6, what is the value for mdl_0?",v1,v20,6,mdl_0,medium
q1820,"As of day 4, what is the value for inc_2?",v3,v49,4,inc_2,fast
q1413,"As of day 1, what was the value for mdl_2?",v1,v10,1,mdl_2,medium
q1294,"As of day 39, what was the value for api_1?",v1,v17,39,api_1,medium
q1205,"As of day 3, what is the value for doc_19?",v3,v45,3,doc_19,fast
q1596,"As of day 2, what was the value for inc_20?",v2,v50,2,inc_20,fast
q1482,"As of day 48, what was the value for sts_4?",v1,v51,48,sts_4,fast
q1458,"As of day 58, what was the value for hw_13?",v7,v13,58,hw_13,slow
q1618,"As of day 7, what is the value for prc_7?",v2,v11,7,prc_7,medium
q1316,"As of day 28, what was the value for spec_11?",v4,v20,28,spec_11,slow
q1601,"As of day 7, what is the value for inc_21?",v1,v48,7,inc_21,fast
